ID,英文名稱,中文名稱,圖片,更新時間,更新日期
5463982,pancreozymin,胰酶泌素,,,2019-10-31
5463983,Pandorina,實球藻[屬],,,2019-10-31
5463984,panic attack,恐慌發作,,,2019-10-31
5463985,panmixia {panmixis; panmixus},隨機交配,,,2019-10-31
5463986,panmixis {panmixia; panmixus},隨機交配,,,2019-10-31
5463987,panmixus {panmixia; panmixis},隨機交配,,,2019-10-31
5463988,papaya ringspot virus,木瓜輪點病毒,,,2019-10-31
5463989,papilloma virus,乳突狀瘤病毒,,,2019-10-31
5463990,Paramecium,草履蟲[屬],,,2019-10-31
5463991,parapodia {sing. parapodium},附肢；疣足,,,2019-10-31
5463992,parapodium {pl. parapodia},附肢；疣足,,,2019-10-31
5463993,parasitic,寄生[的],,,2019-10-31
5463994,parasitism,寄生[現象],,,2019-10-31
5463995,parasympathetic nerve,副交感神經,,,2019-10-31
5463996,parathyroid gland,副甲狀腺,,,2019-10-31
5463997,parathyroid hormone {=PTH},副甲狀腺素,,,2019-10-31
5463998,paraventricular nucleus,旁室核,,,2019-10-31
5463999,parenchyma,薄壁組織,,,2019-10-31
5464000,parenchyma cell,薄壁細胞,,,2019-10-31
5464001,parent cell,親代細胞,,20220421修訂,2022-07-15
5464002,parent generation {=P generation},親代,,,2019-10-31
5464003,parietal lobe,頂葉,,,2019-10-31
5464004,parotid gland,腮腺,,,2019-10-31
5464005,parthenocarpy,單性結果,,,2019-10-31
5464006,parthenogenesis,孤雌生殖 {動物}；單性生殖 {植物},,,2019-10-31
5464007,particulate inheritance,顆粒式遺傳,,,2019-10-31
5464008,parturition,分娩,,,2019-10-31
5464009,passive absorption,被動吸收,,,2019-10-31
5464010,passive immunity,被動免疫,,,2019-10-31
5464011,passive transport,被動運輸,,,2019-10-31
5464012,paternal homologue,父系同源染色體,,,2019-10-31
5464013,pathogen,病原體,,,2019-10-31
5464014,pathogenic germ,病原菌,,,2019-10-31
5464015,PC {plastocyanin},色素體藍素,,,2019-10-31
5464016,PCR {polymerase chain reaction},聚合酶連鎖反應,,,2019-10-31
5464017,peat,泥炭,,,2019-10-31
5464018,pedigree,譜系,,,2019-10-31
5464019,pedigree analysis,譜系分析,,,2019-10-31
5464020,pedigree chart,譜系圖,,,2019-10-31
5464021,Peking Man {Homo pekinensis},北京猿人,,,2019-10-31
5464022,Pelecypoda,斧足綱,,,2019-10-31
5464023,pellet,沉澱物,,,2019-10-31
5464024,pelvic bone,髖骨,,,2019-10-31
5464025,penicillin,青黴素；盤尼西林,,,2019-10-31
5464026,pentose,五碳醣；戊醣,,,2019-10-31
5464027,PEP {phosphoenolpyruvate},磷酸烯醇丙酮酸鹽,,,2019-10-31
5464028,pepsin,胃蛋白酶,,,2019-10-31
5464029,pepsinogen,胃蛋白酶原,,,2019-10-31
5464030,peptidase,肽酶,,,2019-10-31
5464031,peptide,肽,,,2019-10-31
5464032,peptide bond,肽鍵,,,2019-10-31
5464033,peptidoglycan,肽聚糖,,,2019-10-31
5464034,peptidyl site {=P site},P位；肽醯位,,,2019-10-31
5464035,perennial plant,多年生植物,,,2019-10-31
5464036,perfect flower,兩性花,,,2019-10-31
5464037,perforin,穿孔蛋白,,,2019-10-31
5464038,pericarp,果皮,,,2019-10-31
5464039,pericycle,周鞘,,,2019-10-31
5464040,periderm,周皮；栓皮,,,2019-10-31
5464041,peripheral,周圍[的]；周邊[的],,,2019-10-31
5464042,peripheral chemoreceptor,周邊化學受器；周邊化學受體,,,2019-10-31
5464043,peripheral lymphoid organ {secondary lymphoid organ},次級淋巴器官；周邊淋巴器官,,,2019-10-31
5464044,peripheral membrane protein,膜周邊蛋白,,,2019-10-31
5464045,peripheral nerve,周圍神經；周邊神經,,,2019-10-31
5464046,peripheral nervous system {=PNS},周圍神經系統；周邊神經系統,,,2019-10-31
5464047,peristalsis,蠕動,,,2019-10-31
5464048,permafrost,永凍層,,,2019-10-31
5464049,permease,通透酶,,,2019-10-31
5464050,Permian period,二疊紀,,,2019-10-31
5464051,pernicious anemia,惡性貧血,,,2019-10-31
5464052,peroxidase,過氧化酶,,,2019-10-31
5464053,peroxisome,過氧化體,,,2019-10-31
5464054,persistent organic pollutants {=POPs},持久性有機污染物,,,2019-10-31
5464055,pertussis,百日咳,,,2019-10-31
5464056,petal,花瓣,,,2019-10-31
5464057,Petaurista lena,白面鼯鼠,,,2019-10-31
5464058,petiole,葉柄,,,2019-10-31
5464059,PG {prostaglandin},前列腺素,,,2019-10-31
5464060,PGA {phosphoglycerate},磷酸甘油酸鹽,,,2019-10-31
5464061,Phacus,扁裸藻[屬]；扁眼蟲[屬],,,2019-10-31
5464062,phage {bacteriophage},噬菌體,,,2019-10-31
5464063,phagocyte,吞噬細胞,,,2019-10-31
5464064,phagocytosis,吞噬作用；胞噬作用,,,2019-10-31
5464065,phagosome,吞噬體,,,2019-10-31
5464066,pharyngeal slit,咽裂,,,2019-10-31
5464067,pharynx,咽,,,2019-10-31
5464068,phelloderm,栓皮層；綠皮層,,,2019-10-31
5464069,phellogen,木栓形成層,,,2019-10-31
5464070,phenotype,表[現]型,,,2019-10-31
5464071,phenylalanine,苯丙胺酸,,,2019-10-31
5464072,phenylketonuria {=PKU},苯酮尿症,,,2019-10-31
5464073,phenylpyruvate,苯丙酮酸鹽,,,2019-10-31
5464074,phenylpyruvic acid,苯丙酮酸,,,2019-10-31
5464075,phenylthiocarbamide {=PTC},苯硫脲,,,2019-10-31
5464076,pheromone,費洛蒙；外泌素,,,2019-10-31
5464077,phloem,韌皮部,,,2019-10-31
5464078,phosphate,磷酸鹽,,,2019-10-31
5464079,phosphate group,磷酸根；磷酸基,,,2019-10-31
5464080,phosphocreatine,磷酸肌酸,,,2019-10-31
5464081,phosphoenolpyruvate {=PEP},磷酸烯醇丙酮酸鹽,,,2019-10-31
5464082,phosphoglycerate {=PGA},磷酸甘油酸鹽,,,2019-10-31
5464083,phospholipid,磷脂[質],,,2019-10-31
5464084,phospholipid bilayer,磷脂雙層,,,2019-10-31
5464085,phosphoric acid,磷酸,,,2019-10-31
5464086,phosphorus cycle,磷循環,,,2019-10-31
5464087,phosphorylation,磷酸化[作用],,,2019-10-31
5464088,photoautotroph,光自營生物,,,2019-10-31
5464089,photolysis,光裂解[作用],,,2019-10-31
5464090,photon,光子,,,2019-10-31
5464091,photoperiodism,光周期現象；光週期現象；光周期性；光週期性,,,2019-10-31
5464092,photophosphorylation {photosynthetic phosphorylation},光[合]磷酸化[作用],,,2019-10-31
5464093,photoreceptor,光受器；光受體,,,2019-10-31
5464094,Photorespiration,光呼吸[作用],,,2019-10-31
5464095,photosynthate,光合作用產物,,,2019-10-31
5464096,photosynthesis,光合作用,,,2019-10-31
5464097,photosynthetic phosphorylation {photophosphorylation},光[合]磷酸化[作用],,,2019-10-31
5464098,photosynthetic pigment,光合色素,,,2019-10-31
5464099,photosystem {=PS},光系統,,,2019-10-31
5464100,phototaxis,趨光性,,,2019-10-31
5464101,phototroph,光營[養]生物,,,2019-10-31
5464102,phototropism,向光性,,,2019-10-31
5464103,phyllotaxis {phyllotaxy},葉序,,,2019-10-31
5464104,phyllotaxy {phyllotaxis},葉序,,,2019-10-31
5464105,phylogenetic tree,親緣關係樹；種系發生樹,,,2019-10-31
5464106,phylogeny,親緣關係；種系發生,,,2019-10-31
5464107,phylum,門 {分類階層},,,2019-10-31
5464108,physiological function,生理機能,,,2019-10-31
5464109,phytochemical,植物性化合物,,,2019-10-31
5464110,phytochrome,[植物]光敏素,,,2019-10-31
5464111,phytoestrogen,植物雌激素；植物動情激素,,,2019-10-31
5464112,phytoplankton,植物性浮游生物,,,2019-10-31
5464113,pia mater,軟腦膜,,,2019-10-31
5464114,picornavirus,微小RNA病毒,,,2019-10-31
5464115,pigmented epithelium,色素上皮細胞,,,2019-10-31
5464116,pili {sing. pilus},線毛,,,2019-10-31
5464117,pilus {pl. pili},線毛,,,2019-10-31
5464118,pineal gland,松果腺,,,2019-10-31
5464119,pinna,耳殼,,,2019-10-31
5464120,pinocytosis,胞飲作用,,,2019-10-31
5464121,pioneer community,先驅群集,,,2019-10-31
5464122,pisces,魚類,,,2019-10-31
5464123,pistil,雌蕊,,,2019-10-31
5464124,Pisum sativum,豌豆,,,2019-10-31
5464125,pit,壁孔,,,2019-10-31
5464126,pith,髓[部],,,2019-10-31
5464127,pith cavity,髓腔,,,2019-10-31
5464128,pith ray,髓線；髓芒,,,2019-10-31
5464129,pitted tracheae {pitted vessel},孔紋導管,,,2019-10-31
5464130,pitted vessel {pitted tracheae},孔紋導管,,,2019-10-31
5464131,pituitary gland,腦垂腺,,,2019-10-31
5464132,PKU {phenylketonuria},苯酮尿症,,,2019-10-31
5464133,placenta,胎盤 {動物}；胎座 {植物},,,2019-10-31
5464134,placental mammal {eutheria; eutherian mammal},胎盤哺乳類；真獸類,,,2019-10-31
5464135,planarian,渦蟲,,,2019-10-31
5464136,plankton,浮游生物,,,2019-10-31
5464137,plant cell,植物細胞,,,2019-10-31
5464138,plant virus,植物病毒,,,2019-10-31
5464139,Plantae,植物界,,,2019-10-31
5464140,plasma,血漿,,,2019-10-31
5464141,plasma cell,漿細胞,,,2019-10-31
5464142,plasma membrane,細胞膜；原生質膜,,,2019-10-31
5464143,plasmid,質體,,,2019-10-31
5464144,plasmodesma {pl. plasmodesmata},胞[質]間連絲；原生質絲,,,2019-10-31
5464145,plasmodesmata {sing. plasmodesma},胞[質]間連絲；原生質絲,,,2019-10-31
5464146,plasmolysis,質離[現象],,,2019-10-31
5464147,plastid,色素體,,,2019-10-31
5464148,plastocyanin {=PC},色素體藍素,,,2019-10-31
5464149,plastoquinone {=PQ},色素體醌,,,2019-10-31
5464150,Platalea minor,黑面琵鷺,,,2019-10-31
5464151,platelet,血小板,,,2019-10-31
5464152,Platyhelminthes,扁形動物門,,,2019-10-31
5464153,pleiotropy,基因多效性,,,2019-10-31
5464154,Pleistocene epoch,更新世,,,2019-10-31
5464155,plesiomorphy,祖徵,,,2019-10-31
5464156,pleura,胸膜,,,2019-10-31
5464157,plica,褶皺,,,2019-10-31
5464158,plica circularis,環狀褶皺,,,2019-10-31
5464159,Pliocene epoch,上新世,,,2019-10-31
5464160,Pliohippus,上新馬[屬],,,2019-10-31
5464161,plumule,胚芽,,,2019-10-31
5464162,pluripotent stem cell,富潛能幹細胞,,20191127修訂,2019-11-27
5464163,pneumococcus,肺炎雙球菌,,,2019-10-31
5464164,PNS {peripheral nervous system},周圍神經系統；周邊神經系統,,,2019-10-31
5464165,poikilotherm {ectotherm},外溫動物；變溫動物,,,2019-10-31
5464166,point mutation,點突變,,,2019-10-31
5464167,polar body,極體,,,2019-10-31
5464168,polar nucleus {pl. polar nuclei},極核,,,2019-10-31
5464169,polarization,極化,,,2019-10-31
5464170,pole cell,極細胞,,,2019-10-31
5464171,polio {infantile paralysis; poliomyelitis},脊髓灰質炎；小兒麻痺症,,,2019-10-31
5464172,poliomyelitis {polio; infantile paralysis},脊髓灰質炎；小兒麻痺症,,,2019-10-31
5464173,pollen,花粉,,,2019-10-31
5464174,pollen grain,花粉粒,,,2019-10-31
5464175,pollen sac,花粉囊,,,2019-10-31
5464176,pollen tube,花粉管,,,2019-10-31
5464177,pollination,授粉[作用],,,2019-10-31
5464178,pollutant,污染物,,,2019-10-31
5464179,pollution,污染,,,2019-10-31
5464180,poly-A tail,多腺[核]苷酸尾,,,2019-10-31
5464181,polyacrylamide,聚丙烯醯胺,,,2019-10-31
5464182,polycistronic mRNA,多順反子mRNA,,,2019-10-31
5464183,polydactylism,多指症；多趾症,,,2019-10-31
5464184,polygenic inheritance,多基因遺傳,,,2019-10-31
5464185,polymer,聚合物,,,2019-10-31
5464186,polymerase,聚合酶,,,2019-10-31
5464187,polymerase chain reaction {=PCR},聚合酶連鎖反應,,,2019-10-31
5464188,polymorphism,多型性,,,2019-10-31
5464189,polynucleotide,多核苷酸；聚核苷酸,,,2019-10-31
5464190,polypeptide,多肽,,,2019-10-31
5464191,polyploid,多倍體,,,2019-10-31
5464192,polyploidy,多倍體[性],,,2019-10-31
5464193,polyribosome {polysome},聚核糖體；多核糖體,,,2019-10-31
5464194,polysaccharide,多醣,,,2019-10-31
5464195,polysome {polyribosome},聚核糖體；多核糖體,,,2019-10-31
5464196,polytene chromosome,多線染色體,,,2019-10-31
5464197,Pompe disease,龐貝[氏]症,,,2019-10-31
5464198,pons,橋腦,,,2019-10-31
5464199,POPs {persistent organic pollutants},持久性有機污染物,,,2019-10-31
5464200,population,族群,,,2019-10-31
5464201,population growth curve,族群成長曲線,,,2019-10-31
5464202,Porifera,海綿動物門,,,2019-10-31
5464203,porphyrin,紫質,,,2019-10-31
5464204,postanal tail,肛後尾,,,2019-10-31
5464205,posterior chamber,眼後房,,,2019-10-31
5464206,postganglionic fiber,節後神經纖維,,,2019-10-31
5464207,postsynaptic neuron,突觸後神經元,,,2019-10-31
5464208,potassium-argon method,鉀氬法,,,2019-10-31
5464209,potential,電位；勢,,,2019-10-31
5464210,potential energy,位能,,,2019-10-31
5464211,pouched mammals,有袋哺乳類,,,2019-10-31
5464212,PQ {plastoquinone},色素體醌,,,2019-10-31
5464213,Precambrian period,前寒武紀,,,2019-10-31
5464214,precapillary sphincter,微血管前括約肌,,,2019-10-31
5464215,predation,掠食；捕食,,,2019-10-31
5464216,preganglionic fiber,節前神經纖維,,,2019-10-31
5464217,pregnancy,懷孕,,,2019-10-31
5464218,pressure flow,壓力流,,,2019-10-31
5464219,presynaptic neuron,突觸前神經元,,,2019-10-31
5464220,primary cell wall,初生細胞壁,,,2019-10-31
5464221,primary consumer,初級消費者,,,2019-10-31
5464222,primary growth,初級生長,,,2019-10-31
5464223,primary immune response,初級免疫反應,,,2019-10-31
5464224,primary lysosome,初級溶體,,,2019-10-31
5464225,primary metabolite,初級代謝物,,,2019-10-31
5464226,primary motor area,主要運動區,,,2019-10-31
5464227,primary oocyte,初級卵母細胞,,,2019-10-31
5464228,primary root,初生根,,,2019-10-31
5464229,primary somatosensory area,主要體感覺區,,,2019-10-31
5464230,primary spermatocyte,初級精母細胞,,,2019-10-31
5464231,primary structure,一級結構 {蛋白質},,,2019-10-31
5464232,primary succession,初級演替；初級消長,,,2019-10-31
5464233,primase,導引酶；引子酶,,,2019-10-31
5464234,Primates,靈長目,,,2019-10-31
5464235,primer,引子,,,2019-10-31
5464236,principle of independent assortment,獨立分配律,,,2019-10-31
5464237,principle of segregation,分離律,,,2019-10-31
5464238,prion,傳染性蛋白顆粒；普里昂蛋白,,,2019-10-31
5464239,PRL {prolactin},催乳[激]素,,,2019-10-31
5464240,probe,探針,,,2019-10-31
5464241,procambium,原形成層,,,2019-10-31
5464242,procaryote {prokaryote},原核生物,,,2019-10-31
5464243,process,突起 {動物},,,2019-10-31
5464244,producer,生產者 {生態},,,2019-10-31
5464245,progesterone,助孕酮；黃體[固]酮,,,2019-10-31
5464246,progestin,助孕素；黃體素,,,2019-10-31
5464247,proglottid,節片 {絛蟲},,,2019-10-31
5464248,proinsulin,胰島素原,,,2019-10-31
5464249,prokaryote {procaryote},原核生物,,,2019-10-31
5464250,prokaryotic cell {procaryotic cell},原核細胞,,,2019-10-31
5464251,prolactin {=PRL},催乳[激]素,,,2019-10-31
5464252,proliferative phase,增生期,,,2019-10-31
5464253,proline,脯胺酸,,,2019-10-31
5464254,promoter,啟動子,,,2019-10-31
5464255,prop root,支持根；支柱根,,,2019-10-31
5464256,propionic acid,丙酸,,,2019-10-31
5464257,proprioception,本體感覺,,,2019-10-31
5464258,proprioceptor,本體受器,,,2019-10-31
5464259,prosimian,原猴,,,2019-10-31
5464260,Prosimii,原猴亞目,,,2019-10-31
5464261,prostaglandin {=PG},前列腺素,,,2019-10-31
5464262,prostate gland,前列腺；攝護腺,,,2019-10-31
5464263,protease {proteinase; proteolytic enzyme},蛋白酶,,,2019-10-31
5464264,proteasome,蛋白酶體,,,2019-10-31
5464265,protective tissue,保護組織,,,2019-10-31
5464266,protein,蛋白質,,,2019-10-31
5464267,protein biosynthesis,蛋白質生[物]合成,,,2019-10-31
5464268,prothallium {prothallus},原葉體,,,2019-10-31
5464269,prothallus {prothallium},原葉體,,,2019-10-31
5464270,prothrombin,凝血酶原,,,2019-10-31
5464271,protist {protistan},原生生物,,,2019-10-31
5464272,Protista,原生生物界,,,2019-10-31
5464273,protistan {protist},原生生物,,,2019-10-31
5464274,protobiont,原生體,,,2019-10-31
5464275,protoderm,原表皮層,,,2019-10-31
5464276,protogenesis,出芽生殖,,,2019-10-31
5464277,proton pump {=H+ pump},質子幫浦；質子泵；氫離子幫浦；氫離子泵,,,2019-10-31
5464278,protonema,原絲體,,,2019-10-31
5464279,protonephridia {sing. protonephridium},原腎管,,,2019-10-31
5464280,protonephridium {pl. protonephridia},原腎管,,,2019-10-31
5464281,protoplasm,原生質,,,2019-10-31
5464282,protoplast,原生質體,,,2019-10-31
5464283,protostome,原口動物,,,2019-10-31
5464284,protozoa {sing. protozoan},原生動物；原蟲,,,2019-10-31
5464285,protozoan {pl. protozoa},原生動物；原蟲,,,2019-10-31
5464286,proximal convoluted tubule,近曲小管,,,2019-10-31
5464287,PS {photosystem},光系統,,,2019-10-31
5464288,pseudocarp {accessory fruit; anthocarpous fruit},副果；假果,,,2019-10-31
5464289,pseudocoelom,假體腔,,,2019-10-31
5464290,pseudocoelomate,假體腔動物,,,2019-10-31
5464291,pseudopodia {sing. pseudopodium},偽足,,,2019-10-31
5464292,pseudopodium {pl. pseudopodia},偽足,,,2019-10-31
5464293,PTC {phenylthiocarbamide},苯硫脲,,,2019-10-31
5464294,PTH {parathyroid hormone},副甲狀腺素,,,2019-10-31
5464295,ptyalin {salivary amylase},唾液澱粉酶,,,2019-10-31
5464296,pulmonary artery,肺動脈,,,2019-10-31
5464297,pulmonary circulation,肺循環,,,2019-10-31
5464298,pulmonary tuberculosis,肺結核病,,,2019-10-31
5464299,pulse,脈搏,,,2019-10-31
5464300,pulvini {sing. pulvinus},葉枕,,,2019-10-31
5464301,pulvinus {pl. pulvini},葉枕,,,2019-10-31
5464302,pump,幫浦；泵,,,2019-10-31
5464303,Punnett square,龐尼特[氏]方格,,,2019-10-31
5464304,pupil,瞳孔,,,2019-10-31
5464305,purine,嘌呤,,,2019-10-31
5464306,Purkinje fiber,浦金耶[氏]纖維,,,2019-10-31
5464307,pus,膿,,,2019-10-31
5464308,putamen,殼核,,,2019-10-31
5464309,pylorus,幽門,,,2019-10-31
5464310,pyramid of biomass {biomass pyramid},生物量[金字]塔,,,2019-10-31
5464311,pyramid of energy flow {energy pyramid},能量[金字]塔,,,2019-10-31
5464312,pyramid of food,食物塔,,,2019-10-31
5464313,pyrenoid,澱粉核,,,2019-10-31
5464314,pyrimidine,嘧啶,,,2019-10-31
5464315,pyrrole,吡咯,,,2019-10-31
5464316,pyruvate,丙酮酸鹽,,,2019-10-31
5464317,pyruvic acid,丙酮酸,,,2019-10-31
5464318,quantitative character,數量性狀；定量性狀,,,2019-10-31
5464319,quantitative inheritance,定量遺傳；數量[的]遺傳,,,2019-10-31
5464320,Quaternary period,第四紀,,,2019-10-31
5464321,quaternary structure,四級結構 {蛋白質},,,2019-10-31
5464322,quinine,奎寧,,,2019-10-31
5464323,RAAS {renin-angiotensin-aldosterone system},腎素－血管收縮素－醛固酮系統,,,2019-10-31
5464324,rabies,狂犬病,,,2019-10-31
5464325,radial adaptation,輻射適應,,,2019-10-31
5464326,radial muscle,輻射[狀]肌,,,2019-10-31
5464327,radial symmetry,輻射對稱,,,2019-10-31
5464328,radiation,輻射,,,2019-10-31
5464329,radical,胚根 {植物},,,2019-10-31
5464330,radioactive,放射性[的],,,2019-10-31
5464331,radioactivity,放射性,,,2019-10-31
5464332,radiometric dating,放射性估年法,,,2019-10-31
5464333,radix linguae,舌根,,,2019-10-31
5464334,radula,齒舌,,,2019-10-31
5464335,raffinose,蜜三糖；棉子糖,,,2019-10-31
5464336,random distribution,隨機分布,,,2019-10-31
5464337,RBC {red blood cell; erythrocyte},紅血球,,,2019-10-31
5464338,reabsorption,再吸收,,,2019-10-31
5464339,reactant,反應物,,,2019-10-31
5464340,reaction center,反應中心,,,2019-10-31
5464341,reading frame,讀框,,,2019-10-31
5464342,receptor,受器；受體,,20220421修訂,2022-07-15
5464343,receptor-mediated endocytosis,受體媒介[式]胞吞作用,,,2019-10-31
5464344,recessive,隱性[的],,,2019-10-31
5464345,recessive allele,隱性等位基因,,,2019-10-31
5464346,recessive trait,隱性表徵,,,2019-10-31
5464347,reciprocal cross,互交,,,2019-10-31
5464348,recombinant DNA,重組DNA,,,2019-10-31
5464349,recombination,重組,,,2019-10-31
5464350,rectum,直腸,,,2019-10-31
5464351,recycle,再循環；回收,,,2019-10-31
5464352,red algae,紅藻,,,2019-10-31
5464353,red blood cell {=RBC; erythrocyte},紅血球,,,2019-10-31
5464354,red bone marrow,紅骨髓,,,2019-10-31
5464355,red imported fire ant {Solenopsis invicta},入侵紅火蟻,,,2019-10-31
5464356,red pulp,紅髓,,,2019-10-31
5464357,red tide,紅潮；赤潮,,,2019-10-31
5464358,red-green blindness,紅綠色盲,,,2019-10-31
5464359,redox potential {reduction oxidation potential},氧化還原電位,,,2019-10-31
5464360,reduction,還原作用；減量,,,2019-10-31
5464361,reduction oxidation potential {redox potential},氧化還原電位,,,2019-10-31
5464362,referred pain,位移痛,,,2019-10-31
5464363,reflex,反射,,,2019-10-31
5464364,reflex arc,反射弧,,,2019-10-31
5464365,refractory period,不反應期,,,2019-10-31
5464366,regeneration,再生,,,2019-10-31
5464367,regulatory gene,調節基因,,,2019-10-31
5464368,regurgitate,反芻,,,2019-10-31
5464369,rejection,排斥,,,2019-10-31
5464370,relay station,轉接站；中繼站,,,2019-10-31
5464371,releasing hormone,釋放[性]激素；釋素,,,2019-10-31
5464372,renal corpuscle,腎小體,,,2019-10-31
5464373,renal glomeruli {sing. renal glomerulus},腎絲球,,,2019-10-31
5464374,renal glomerulus {pl. renal glomeruli},腎絲球,,,2019-10-31
5464375,renal hilum,腎門,,,2019-10-31
5464376,renal papilla,腎乳突,,,2019-10-31
5464377,renal pelvis {pelvis renalis},腎盂,,,2019-10-31
5464378,renal pyramid,腎錐體,,,2019-10-31
5464379,renal tubule,腎小管,,,2019-10-31
5464380,renewable resource,再生[性]資源,,,2019-10-31
5464381,renin,腎素,,,2019-10-31
5464382,renin-angiotensin-aldosterone system {=RAAS},腎素－血管收縮素－醛固酮系統,,,2019-10-31
5464383,rennet,凝乳酶,,,2019-10-31
5464384,replication,複製,,,2019-10-31
5464385,replication fork,複製叉,,,2019-10-31
5464386,repolarization,再極化,,,2019-10-31
5464387,repressible operon,可抑制型操縱組,,,2019-10-31
5464388,repressor,抑制蛋白；抑制物,,,2019-10-31
5464389,repressor protein,抑制蛋白,,,2019-10-31
5464390,reproduction,生殖；繁殖,,,2019-10-31
5464391,reproductive isolation,生殖隔離,,,2019-10-31
5464392,reproductive potential,繁殖潛能；生殖潛能,,,2019-10-31
5464393,reptile,爬蟲類,,,2019-10-31
5464394,Reptilia,爬蟲綱,,,2019-10-31
5464395,residual body,殘餘體,,,2019-10-31
5464396,respiration,呼吸[作用],,,2019-10-31
5464397,respiratory volume,呼吸深度；呼吸容積,,,2019-10-31
5464398,resting membrane potential,靜止膜電位,,,2019-10-31
5464399,resting spore,休眠孢子,,,2019-10-31
5464400,restriction endonuclease,限制性核酸內切酶,,,2019-10-31
5464401,restriction enzyme,限制酶；限制酵素,,,2019-10-31
5464402,reticula {sing. reticulum},蜂巢胃 {動物}；網,,,2019-10-31
5464403,reticular activating system,網狀活化系統,,,2019-10-31
5464404,reticular formation,網狀組成,,,2019-10-31
5464405,reticulate venation {netted venation},網狀[葉]脈,,,2019-10-31
5464406,reticulum {pl. reticula},蜂巢胃 {動物}；網,,,2019-10-31
5464407,retina,視網膜,,,2019-10-31
5464408,retinal {retinene},視黃醛,,,2019-10-31
5464409,retinene {retinal},視黃醛,,,2019-10-31
5464410,retrovirus,反轉錄病毒；逆轉錄病毒,,,2019-10-31
5464411,reverse transcriptase,反轉錄酶；逆轉錄酶,,,2019-10-31
5464412,rheumatic heart disease,風溼性心臟病,,,2019-10-31
5464413,rheumatoid arthritis,類風溼性關節炎,,,2019-10-31
5464414,rhizobia {sing. rhizobium; leguminous bacteria; root nodule bacteria},根瘤菌,,,2019-10-31
5464415,Rhizobium,根瘤菌[屬],,,2019-10-31
5464416,rhizobium {pl. rhizobia; leguminous bacteria; root nodule bacteria},根瘤菌,,,2019-10-31
5464417,rhizoid,假根,,,2019-10-31
5464418,rhizome,根莖,,,2019-10-31
5464419,Rhizophora mucronata,五梨跤,,,2019-10-31
5464420,Rhizopus,黑黴菌[屬],,,2019-10-31
5464421,rib,肋骨,,,2019-10-31
5464422,riboflavin,核黃素,,,2019-10-31
5464423,ribonuclease,核糖核酸水解酶,,,2019-10-31
5464424,ribonucleic acid {=RNA},核糖核酸,,,2019-10-31
5464425,ribonucleotide,核糖核苷酸,,,2019-10-31
5464426,ribose,核糖,,,2019-10-31
5464427,ribosomal RNA {=rRNA},核糖體RNA,,,2019-10-31
5464428,ribosome,核糖體,,,2019-10-31
5464429,ribulose bisphosphate {=RuBP},核酮糖雙磷酸,,,2019-10-31
5464430,rickettsia {pl. rickettsiae},立克次體,,,2019-10-31
5464431,rickettsiae {sing. rickettsia},立克次體,,,2019-10-31
5464432,right lymphatic duct,右淋巴總管,,,2019-10-31
5464433,river mouth {estuary},河口,,,2019-10-31
5464434,RNA polymerase,RNA聚合酶,,,2019-10-31
5464435,RNA processing,RNA加工；RNA處理,,,2019-10-31
5464436,RNA splicing,RNA剪接,,,2019-10-31
5464437,RNA {ribonucleic acid},核糖核酸,,,2019-10-31
5464438,Rolando's fissure,中央溝,,,2019-10-31
5464439,root,根,,,2019-10-31
5464440,root cap,根帽,,,2019-10-31
5464441,root hair,根毛,,,2019-10-31
5464442,root nodule,根瘤,,,2019-10-31
5464443,"root nodule bacteria {leguminous bacteria; rhizobium, pl. rhizobia}",根瘤菌,,,2019-10-31
5464444,root pressure,根壓,,,2019-10-31
5464445,root system,根系,,,2019-10-31
5464446,root tip,根尖,,,2019-10-31
5464447,rotavirus,輪狀病毒,,,2019-10-31
5464448,rough endoplasmic reticulum {=rough ER; RER},粗糙內質網,,,2019-10-31
5464449,round worm,圓蟲,,,2019-10-31
5464450,rRNA {ribosomal RNA},核糖體RNA,,,2019-10-31
5464451,RuBP {ribulose bisphosphate},核酮糖雙磷酸,,,2019-10-31
5464452,rumen,瘤胃,,,2019-10-31
5464453,ruminant,反芻動物；反芻類,,,2019-10-31
5464454,SA node {sinoatrial node},竇房結,,,2019-10-31
5464455,Sabin vaccine,沙賓[氏]疫苗,,,2019-10-31
5464456,sac fungi,子囊菌,,,2019-10-31
5464457,saccharide,醣類,,,2019-10-31
5464458,Saccharomyces,酵母菌[屬],,,2019-10-31
5464459,sacral nerve,薦神經,,,2019-10-31
5464460,salamander {newt},蠑螈,,,2019-10-31
5464461,salination {salinization},鹽化[作用],,,2019-10-31
5464462,salinization {salination},鹽化[作用],,,2019-10-31
5464463,saliva,唾液,,,2019-10-31
5464464,salivary amylase {ptyalin},唾液澱粉酶,,,2019-10-31
5464465,salivary gland,唾[液]腺,,,2019-10-31
5464466,Salmonella,沙門桿菌[屬],,,2019-10-31
5464467,salt marsh,鹽澤；鹽沼,,,2019-10-31
5464468,saltatory conduction,跳躍傳導,,,2019-10-31
5464469,saponin,皂素,,,2019-10-31
5464470,saprobic {saprophytic; saprotrophic},腐生[的],,,2019-10-31
5464471,saprophytic {saprobic; saprotrophic},腐生[的],,,2019-10-31
5464472,saprotroph,腐營生物,,,2019-10-31
